neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.5,cg15575356,11,47616757,ENSG00000172247,C1QTNF4,nan
2.452,cg04515608,11,48129067,ENSG00000149177,PTPRJ,Adherens junction
2.751,cg08973839,11,49862012,ENSG00000219061,ENSG00000219061,nan
2.451,cg21280420,11,55134345,ENSG00000181958,OR4A15,Olfactory transduction
2.278,cg21667998,11,55593465,ENSG00000205030,OR5L2,Olfactory transduction
2.232,cg23764016,11,56231739,ENSG00000150269,OR5M9,Olfactory transduction
2.399,cg26236329,11,57200325,-,,nan
2.396,cg24343310,11,57249947,ENSG00000149150,SLC43A1,nan
2.791,cg04772947,11,57363540,ENSG00000149131,SERPING1,Pertussis;Complement and coagulation cascades
4.025,cg22705929,11,57417974,ENSG00000166793,YPEL4,nan
2.761,cg22272956,11,57509018,ENSG00000213593,TMX2,nan
2.545,cg04509293,11,57583595,ENSG00000198561,CTNND1,Leukocyte transendothelial migration;Adherens junction;Rap1 signaling pathway
2.727,cg12682805,11,57828341,ENSG00000186509,OR9Q1,Olfactory transduction
2.298,cg23804666,11,58710158,ENSG00000166840,GLYATL1,nan
3.277,cg15212935,11,59223558,ENSG00000166884,OR4D6,Olfactory transduction
3.252,cg18343292,11,60146078,ENSG00000166927,MS4A7,nan
2.554,cg19981032,11,60399581,ENSG00000181995,LINC00301,nan
2.364,cg07432114,11,60523170,ENSG00000166961,MS4A15,nan
3.116,cg22209584,11,60598930,ENSG00000255959,ENSG00000255959,nan
2.579,cg19192256,11,60621714,ENSG00000110104,CCDC86,nan
2.61,cg01449504,11,60637361,ENSG00000149506,ZP1,nan
3.458,cg03639386,11,60655709,ENSG00000110107,PRPF19,Ubiquitin mediated proteolysis;Spliceosome
2.229,cg27397830,11,60679809,ENSG00000110108,TMEM109,nan
2.295,cg14898246,11,60686593,ENSG00000110108,TMEM109,nan
2.285,cg18502863,11,60756759,ENSG00000013725,CD6,Cell adhesion molecules (CAMs)
3.21,cg23983816,11,60920936,ENSG00000167987,VPS37C,Endocytosis
2.266,cg02321903,11,60926056,ENSG00000167987,VPS37C,Endocytosis
4.931,cg00883000,11,61143343,-,,nan
2.732,cg04010666,11,61158618,ENSG00000187049,TMEM216,nan
2.625,cg15069630,11,61319667,ENSG00000011347,SYT7,nan
2.935,cg18352995,11,61722539,ENSG00000167995,BEST1,nan
2.31,cg15341750,11,61889953,ENSG00000149503,INCENP,nan
2.397,cg14789828,11,62201168,ENSG00000124942,AHNAK,nan
2.29,cg01795784,11,62247249,ENSG00000124942,AHNAK,nan
2.418,cg08160224,11,62248459,ENSG00000124942,AHNAK,nan
2.416,cg03274456,11,62273116,ENSG00000124942,AHNAK,nan
2.295,cg01249800,11,62303750,ENSG00000124942,AHNAK,nan
2.639,cg19438894,11,62344563,ENSG00000149016,TUT1,nan
2.472,cg12954619,11,62414700,ENSG00000185085,INTS5,nan
2.249,cg09011167,11,62423268,ENSG00000185085,INTS5,nan
2.462,cg07237830,11,62474725,ENSG00000168000,BSCL2,nan
2.822,cg26285008,11,62600446,ENSG00000133316,WDR74,nan
2.3,cg06935353,11,62650181,ENSG00000168003,SLC3A2,Protein digestion and absorption;mTOR signaling pathway
3.62,cg22031964,11,62677251,ENSG00000168539,CHRM1,Regulation of actin cytoskeleton;Cholinergic synapse;PI3K-Akt signaling pathway;Neuroactive ligand-receptor interaction;cAMP signaling pathway;Calcium signaling pathway
2.785,cg16004377,11,63272909,ENSG00000133317,LGALS12,nan
2.558,cg02842010,11,63350252,ENSG00000176485,PLA2G16,Regulation of lipolysis in adipocytes;Ras signaling pathway;Metabolic pathways;alpha-Linolenic acid metabolism;Linoleic acid metabolism;Arachidonic acid metabolism;Ether lipid metabolism;Glycerophospholipid metabolism
2.511,cg15814736,11,63439115,ENSG00000184743,ATL3,nan
3.843,cg13692972,11,63753020,ENSG00000167770,OTUB1,nan
2.568,cg03741506,11,63764804,ENSG00000133315,MACROD1,nan
3.844,cg02556655,11,63975026,ENSG00000149781,FERMT3,Platelet activation
2.348,cg03968976,11,64273016,ENSG00000232500,ENSG00000232500,nan
3.078,cg21660452,11,64397807,ENSG00000110076,NRXN2,Cell adhesion molecules (CAMs)
2.293,cg25757196,11,64418642,ENSG00000110076,NRXN2,Cell adhesion molecules (CAMs)
2.568,cg02987621,11,64451805,ENSG00000110076,NRXN2,Cell adhesion molecules (CAMs)
2.26,cg08145798,11,64610635,ENSG00000171219,CDC42BPG,nan
3.591,cg23279496,11,64662327,ENSG00000203400,,nan
2.471,cg10139430,11,64728252,ENSG00000168070,MAJIN,nan
2.591,cg06970290,11,64951536,ENSG00000014216,CAPN1,Alzheimer's disease;Apoptosis;Protein processing in endoplasmic reticulum
2.404,cg03241909,11,64952034,ENSG00000014216,CAPN1,Alzheimer's disease;Apoptosis;Protein processing in endoplasmic reticulum
2.259,cg13443768,11,65084386,ENSG00000149798,CDC42EP2,nan
2.261,cg04787575,11,65084392,ENSG00000149798,CDC42EP2,nan
3.058,cg01292856,11,65242576,-,,nan
2.721,cg09709600,11,65359521,ENSG00000173442,EHBP1L1,nan
2.25,cg19044229,11,65374955,ENSG00000173327,MAP3K11,Non-alcoholic fatty liver disease (NAFLD);MAPK signaling pathway
2.379,cg02059970,11,65402908,ENSG00000197136,PCNX3,nan
2.47,cg25468516,11,65408028,ENSG00000197136,PCNX3,nan
2.754,cg07982082,11,65414261,ENSG00000213445,SIPA1,Leukocyte transendothelial migration;Rap1 signaling pathway
2.301,cg10518572,11,65560635,ENSG00000172818,OVOL1,nan
2.448,cg19792802,11,65647270,ENSG00000172543,CTSW,Apoptosis;Lysosome
2.302,cg08416661,11,65647279,ENSG00000172543,CTSW,Apoptosis;Lysosome
2.466,cg23196081,11,65713122,ENSG00000175513,TSGA10IP,nan
2.588,cg19389763,11,65814494,ENSG00000175229,GAL3ST3,nan
2.501,cg08908247,11,66055170,ENSG00000174871,CNIH2,nan
3.604,cg11509184,11,66324530,ENSG00000248746,ACTN3,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
3.102,cg27236677,11,66846278,-,,nan
2.552,cg12869958,11,67017687,ENSG00000173120,KDM2A,nan
2.384,cg22266441,11,67019749,ENSG00000173120,KDM2A,nan
2.485,cg22996031,11,67163517,ENSG00000172613,RAD9A,nan
2.81,cg03722472,11,67182488,ENSG00000172508,CARNS1,beta-Alanine metabolism;Histidine metabolism;Arginine and proline metabolism
2.963,cg24052383,11,67235198,ENSG00000172663,TMEM134,nan
2.52,cg04061873,11,67237179,ENSG00000172663,TMEM134,nan
2.514,cg01432087,11,67242162,-,,nan
3.071,cg19262315,11,67325980,-,,nan
2.453,cg07493922,11,67352222,ENSG00000084207,GSTP1,Fluid shear stress and atherosclerosis;Prostate cancer;Chemical carcinogenesis;Pathways in cancer;Platinum drug resistance;Drug metabolism - cytochrome P450;Metabolism of xenobiotics by cytochrome P450;Glutathione metabolism
2.315,cg04986336,11,67418358,ENSG00000132744,ACY3,nan
2.332,cg09886009,11,67443131,ENSG00000132746,ALDH3B2,Chemical carcinogenesis;Metabolic pathways;Drug metabolism - cytochrome P450;Metabolism of xenobiotics by cytochrome P450;beta-Alanine metabolism;Phenylalanine metabolism;Tyrosine metabolism;Histidine metabolism;Glycolysis / Gluconeogenesis
2.276,cg26703857,11,67799551,ENSG00000006534,ALDH3B1,Chemical carcinogenesis;Metabolic pathways;Drug metabolism - cytochrome P450;Metabolism of xenobiotics by cytochrome P450;beta-Alanine metabolism;Phenylalanine metabolism;Tyrosine metabolism;Histidine metabolism;Glycolysis / Gluconeogenesis
2.641,cg21992857,11,68068199,-,,nan
3.055,cg11507624,11,68068248,-,,nan
2.522,cg22501824,11,68236944,ENSG00000110075,PPP6R3,nan
2.443,cg09500207,11,68249304,ENSG00000110075,PPP6R3,nan
2.738,cg20809737,11,68574649,ENSG00000110090,CPT1A,Insulin resistance;Glucagon signaling pathway;Adipocytokine signaling pathway;AMPK signaling pathway;PPAR signaling pathway;Fatty acid metabolism;Fatty acid degradation
2.421,cg25890640,11,68610632,ENSG00000110090,CPT1A,Insulin resistance;Glucagon signaling pathway;Adipocytokine signaling pathway;AMPK signaling pathway;PPAR signaling pathway;Fatty acid metabolism;Fatty acid degradation
2.575,cg20267284,11,68846972,ENSG00000162341,TPCN2,Pancreatic secretion
2.296,cg25852095,11,68866783,ENSG00000260895,ENSG00000260895,nan
2.239,cg01945263,11,68908323,-,,nan
3.571,cg12364994,11,69019497,-,,nan
2.306,cg09067506,11,69065869,ENSG00000172927,MYEOV,nan
2.78,cg21495609,11,69080688,ENSG00000172927,MYEOV,nan
3.096,cg22996783,11,69213768,-,,nan
2.657,cg22111527,11,69260136,ENSG00000255606,ENSG00000255606,nan
2.652,cg26540315,11,69264657,-,,nan
2.751,cg19324188,11,69390826,-,,nan
2.332,cg22771182,11,69403284,-,,nan
2.241,cg20735282,11,69481734,ENSG00000149716,ORAOV1,nan
2.234,cg09373227,11,69484433,ENSG00000149716,ORAOV1,nan
2.305,cg22206745,11,69484557,ENSG00000149716,ORAOV1,nan
2.303,cg02513449,11,69520418,ENSG00000162344,FGF19,Breast cancer;Melanoma;Pathways in cancer;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Rap1 signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.243,cg15380657,11,69633001,ENSG00000186895,FGF3,Breast cancer;Melanoma;Pathways in cancer;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Rap1 signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.439,cg09034664,11,69679976,-,,nan
2.243,cg06393558,11,69982916,ENSG00000131620,ANO1,nan
2.618,cg24276624,11,69982941,ENSG00000131620,ANO1,nan
2.25,cg12817782,11,70001754,ENSG00000131620,ANO1,nan
2.42,cg19952260,11,70015995,ENSG00000131620,ANO1,nan
2.44,cg04680049,11,70181876,ENSG00000131626,PPFIA1,nan
2.225,cg13792101,11,70312648,ENSG00000162105,SHANK2,Glutamatergic synapse
2.475,cg05272236,11,70364607,ENSG00000162105,SHANK2,Glutamatergic synapse
2.224,cg01491932,11,70535168,ENSG00000162105,SHANK2,Glutamatergic synapse
2.877,cg11479156,11,70672388,ENSG00000162105,SHANK2,Glutamatergic synapse
3.126,cg12771777,11,70692038,ENSG00000162105,SHANK2,Glutamatergic synapse
2.27,cg00581818,11,70795078,ENSG00000162105,SHANK2,Glutamatergic synapse
2.342,cg04445715,11,70841326,ENSG00000162105,SHANK2,Glutamatergic synapse
3.346,cg15609561,11,71085444,-,,nan
3.575,cg08634826,11,71193572,ENSG00000172890,NADSYN1,Metabolic pathways;Nicotinate and nicotinamide metabolism
3.048,cg07272089,11,71194855,ENSG00000172890,NADSYN1,Metabolic pathways;Nicotinate and nicotinamide metabolism
2.455,cg23861127,11,71708582,ENSG00000137496,IL18BP,nan
2.45,cg13944685,11,71710643,ENSG00000137496,IL18BP,nan
2.805,cg05874355,11,71724677,ENSG00000137497,NUMA1,nan
2.242,cg19126169,11,71725590,ENSG00000137497,NUMA1,nan
2.388,cg17458107,11,72064120,ENSG00000162129,CLPB,Natural killer cell mediated cytotoxicity;Cell adhesion molecules (CAMs);Longevity regulating pathway - multiple species
2.91,cg06045306,11,72129242,ENSG00000162129,CLPB,Natural killer cell mediated cytotoxicity;Cell adhesion molecules (CAMs);Longevity regulating pathway - multiple species
3.027,cg01054652,11,72246863,-,,nan
2.453,cg05219256,11,72273672,-,,nan
2.36,cg01027902,11,72395968,ENSG00000186635,ARAP1,Endocytosis
2.433,cg16168406,11,72414453,ENSG00000186635,ARAP1,Endocytosis
2.295,cg03575969,11,72492171,ENSG00000214530,STARD10,nan
2.818,cg10810649,11,72529818,ENSG00000168010,ATG16L2,Autophagy - animal
3.186,cg20583714,11,72686051,ENSG00000137478,FCHSD2,nan
2.572,cg10253029,11,72828309,ENSG00000137478,FCHSD2,nan
2.313,cg20864214,11,73054121,ENSG00000110237,ARHGEF17,nan
2.328,cg24176731,11,73357164,ENSG00000021300,PLEKHB1,nan
2.716,cg16713321,11,73577813,ENSG00000175581,MRPL48,nan
2.467,cg12105077,11,74181785,ENSG00000175538,KCNE3,Protein digestion and absorption
2.397,cg07885792,11,74303296,ENSG00000077514,POLD3,HTLV-I infection;Homologous recombination;Mismatch repair;Nucleotide excision repair;Base excision repair;DNA replication;Metabolic pathways;Pyrimidine metabolism;Purine metabolism
2.235,cg20827882,11,74798589,ENSG00000171561,OR2AT4,Olfactory transduction
2.473,cg05793444,11,74809354,ENSG00000137491,SLCO2B1,nan
3.111,cg15931158,11,74908687,ENSG00000137491,SLCO2B1,nan
2.689,cg02449461,11,75061838,ENSG00000137486,ARRB1,Morphine addiction;Olfactory transduction;Hedgehog signaling pathway;Endocytosis;Chemokine signaling pathway;MAPK signaling pathway
2.748,cg27412310,11,75146692,ENSG00000158555,GDPD5,nan
2.238,cg13567299,11,75201685,ENSG00000158555,GDPD5,nan
2.874,cg27582535,11,75375142,ENSG00000171533,MAP6,nan
2.484,cg15256072,11,75570047,ENSG00000198382,UVRAG,Autophagy - animal
2.754,cg09270980,11,75636016,ENSG00000198382,UVRAG,Autophagy - animal
2.368,cg20762524,11,75826156,ENSG00000198382,UVRAG,Autophagy - animal
3.097,cg13400953,11,76271393,-,,nan
2.32,cg10400081,11,76299682,ENSG00000254755,ENSG00000254755,nan
3.058,cg13505393,11,76377572,ENSG00000137507,LRRC32,nan
3.028,cg17107561,11,76501483,ENSG00000182704,TSKU,nan
2.512,cg08711063,11,76571529,ENSG00000078124,ACER3,Sphingolipid metabolism
2.385,cg07845298,11,77181561,ENSG00000149269,PAK1,Renal cell carcinoma;Proteoglycans in cancer;Epithelial cell signaling in Helicobacter pylori infection;Regulation of actin cytoskeleton;Fc gamma R-mediated phagocytosis;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Focal adhesion;Hippo signaling pathway -multiple species;Axon guidance;Chemokine signaling pathway;cAMP signaling pathway;Ras signaling pathway;ErbB signaling pathway;MAPK signaling pathway
3.084,cg26672202,11,77941180,ENSG00000033327,GAB2,Chronic myeloid leukemia;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;Osteoclast differentiation;Phospholipase D signaling pathway;Sphingolipid signaling pathway;Ras signaling pathway
2.48,cg18646301,11,78089098,ENSG00000033327,GAB2,Chronic myeloid leukemia;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;Osteoclast differentiation;Phospholipase D signaling pathway;Sphingolipid signaling pathway;Ras signaling pathway
2.615,cg12986485,11,78369307,ENSG00000149256,TENM4,nan
2.235,cg20102608,11,78409856,ENSG00000149256,TENM4,nan
2.333,cg13242944,11,78524048,ENSG00000149256,TENM4,nan
2.309,cg17072482,11,78867116,ENSG00000149256,TENM4,nan
2.975,cg21497443,11,78948191,ENSG00000149256,TENM4,nan
3.908,cg27635253,11,79857342,-,,nan
2.414,cg25118469,11,82557038,ENSG00000137509,PRCP,Protein digestion and absorption;Renin-angiotensin system
2.583,cg26152433,11,82754038,ENSG00000207221,SNORA70E,nan
2.315,cg08627679,11,82967777,ENSG00000137494,ANKRD42,nan
2.516,cg20901471,11,83417744,ENSG00000150672,DLG2,Tight junction;Hippo signaling pathway
2.708,cg09483132,11,85941198,-,,nan
2.582,cg19843977,11,86437843,ENSG00000255250,ENSG00000255250,nan
3.011,cg08858393,11,88560680,ENSG00000168959,GRM5,Huntington's disease;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;Gap junction;Neuroactive ligand-receptor interaction;Phospholipase D signaling pathway;Calcium signaling pathway
2.425,cg23849327,11,88664016,ENSG00000168959,GRM5,Huntington's disease;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;Gap junction;Neuroactive ligand-receptor interaction;Phospholipase D signaling pathway;Calcium signaling pathway
2.609,cg05653423,11,89071427,ENSG00000086991,NOX4,nan
2.239,cg00234248,11,92180636,ENSG00000165323,ENSG00000165323,nan
3.362,cg06494435,11,92576950,ENSG00000165323,ENSG00000165323,nan
2.658,cg14130985,11,92640593,-,,nan
2.225,cg14246207,11,92738611,-,,nan
2.317,cg15239023,11,93232934,ENSG00000166002,SMCO4,nan
2.247,cg18941337,11,93451622,ENSG00000166004,CEP295,nan
2.942,cg24101009,11,93863858,ENSG00000110218,PANX1,NOD-like receptor signaling pathway
2.819,cg24559585,11,94038553,ENSG00000183560,IZUMO1R,Endocytosis;Antifolate resistance
2.441,cg23843264,11,94616126,ENSG00000256469,ENSG00000256469,nan
3.517,cg10155522,11,94868555,ENSG00000149218,ENDOD1,nan
4.631,cg10136773,11,94906134,ENSG00000149212,SESN3,Hippo signaling pathway;TGF-beta signaling pathway;Longevity regulating pathway;p53 signaling pathway
2.949,cg11906792,11,95160248,-,,nan
2.867,cg02535887,11,95989464,ENSG00000184384,MAML2,Th1 and Th2 cell differentiation;Notch signaling pathway
2.254,cg18388840,11,100490454,-,,nan
2.824,cg07017486,11,100563395,ENSG00000165895,ARHGAP42,nan
2.736,cg07378457,11,100590894,ENSG00000165895,ARHGAP42,nan
2.292,cg21079425,11,100608129,ENSG00000165895,ARHGAP42,nan
2.572,cg22861190,11,101588566,ENSG00000137672,TRPC6,Axon guidance;cGMP-PKG signaling pathway
2.812,cg06542869,11,102028101,ENSG00000137693,YAP1,Hippo signaling pathway -multiple species;Hippo signaling pathway
2.862,cg26126306,11,102028770,ENSG00000137693,YAP1,Hippo signaling pathway -multiple species;Hippo signaling pathway
2.327,cg08556511,11,102048882,ENSG00000137693,YAP1,Hippo signaling pathway -multiple species;Hippo signaling pathway
2.374,cg03652110,11,102127086,-,,nan
2.441,cg10479859,11,102183853,ENSG00000023445,BIRC3,Small cell lung cancer;Transcriptional misregulation in cancer;Pathways in cancer;Toxoplasmosis;TNF signaling pathway;NOD-like receptor signaling pathway;Focal adhesion;Apoptosis - multiple species;Apoptosis;Ubiquitin mediated proteolysis;NF-kappa B signaling pathway;Platinum drug resistance
2.541,cg08026124,11,102359781,ENSG00000255482,LOC102723838,nan
2.942,cg15619439,11,102700944,ENSG00000255282,WTAPP1,nan
2.879,cg09641170,11,105060526,ENSG00000254998,ENSG00000254998,nan
2.424,cg19343464,11,105481509,ENSG00000152578,GRIA4,Nicotine addiction;Amphetamine addiction;Dopaminergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Neuroactive ligand-receptor interaction;cAMP signaling pathway
2.632,cg00526899,11,106004063,ENSG00000254580,LOC105369473,nan
2.458,cg03858421,11,107296037,ENSG00000152404,CWF19L2,nan
2.242,cg22760287,11,107575901,ENSG00000170290,SLN,nan
2.404,cg24190527,11,107690643,ENSG00000110660,SLC35F2,nan
2.425,cg08152564,11,107992034,ENSG00000075239,ACAT1,"Fatty acid metabolism;Carbon metabolism;Metabolic pathways;Terpenoid backbone biosynthesis;Butanoate metabolism;Propanoate metabolism;Glyoxylate and dicarboxylate metabolism;Pyruvate metabolism;Tryptophan metabolism;Lysine degradation;Valine, leucine and isoleucine degradation;Synthesis and degradation of ketone bodies;Fatty acid degradation"
3.386,cg03062551,11,108410088,ENSG00000110723,EXPH5,nan
2.449,cg00448770,11,108432504,ENSG00000110723,EXPH5,nan
2.271,cg09452944,11,108622333,ENSG00000178105,DDX10,nan
3.136,cg09620687,11,109567254,-,,nan
2.935,cg08679730,11,109690342,ENSG00000254659,ENSG00000254659,nan
2.47,cg04659218,11,109827002,-,,nan
2.504,cg15761265,11,109948791,-,,nan
2.467,cg24642495,11,110168349,ENSG00000137710,RDX,MicroRNAs in cancer;Proteoglycans in cancer;Regulation of actin cytoskeleton;Tight junction
2.263,cg18841668,11,111077632,-,,nan
2.868,cg13833445,11,111173264,ENSG00000196167,ENSG00000196167,nan
2.46,cg13598880,11,111195374,-,,nan
3.273,cg04499701,11,111312453,ENSG00000110777,POU2AF1,nan
2.303,cg10481352,11,111589242,ENSG00000170145,SIK2,Glucagon signaling pathway
2.361,cg09924336,11,111750043,ENSG00000255561,FDXACB1,nan
3.035,cg25794730,11,111784942,ENSG00000109846,CRYAB,Longevity regulating pathway - multiple species;Protein processing in endoplasmic reticulum
2.869,cg09402243,11,112126301,ENSG00000188771,PLET1,nan
2.362,cg27424567,11,112141519,ENSG00000250303,LOC283140,nan
2.451,cg16291204,11,112885688,ENSG00000149294,NCAM1,Prion diseases;Cell adhesion molecules (CAMs)
2.617,cg14043499,11,113730315,ENSG00000048028,USP28,nan
3.471,cg17518710,11,113954170,ENSG00000109906,ZBTB16,Acute myeloid leukemia;Transcriptional misregulation in cancer;Pathways in cancer
2.755,cg14042099,11,114068801,ENSG00000109906,ZBTB16,Acute myeloid leukemia;Transcriptional misregulation in cancer;Pathways in cancer
2.315,cg21092388,11,114352850,-,,nan
2.448,cg04463607,11,114549162,ENSG00000204361,NXPE2,nan
2.588,cg11594811,11,115088660,ENSG00000182985,CADM1,Cell adhesion molecules (CAMs)
2.51,cg26987564,11,116960735,ENSG00000160584,SIK3,nan
2.308,cg17910152,11,117008358,ENSG00000254851,ENSG00000254851,nan
2.92,cg27227371,11,117063002,ENSG00000149577,SIDT2,nan
2.297,cg05966608,11,117162779,ENSG00000186318,BACE1,Alzheimer's disease
2.334,cg04492926,11,117340325,ENSG00000177103,DSCAML1,MicroRNAs in cancer;Viral carcinogenesis;Transcriptional misregulation in cancer;HTLV-I infection;Measles;Prolactin signaling pathway;Jak-STAT signaling pathway;Focal adhesion;Hippo signaling pathway;Hedgehog signaling pathway;Wnt signaling pathway;PI3K-Akt signaling pathway;p53 signaling pathway;Cell cycle;FoxO signaling pathway
2.298,cg23531697,11,117373249,ENSG00000177103,DSCAML1,MicroRNAs in cancer;Viral carcinogenesis;Transcriptional misregulation in cancer;HTLV-I infection;Measles;Prolactin signaling pathway;Jak-STAT signaling pathway;Focal adhesion;Hippo signaling pathway;Hedgehog signaling pathway;Wnt signaling pathway;PI3K-Akt signaling pathway;p53 signaling pathway;Cell cycle;FoxO signaling pathway
2.509,cg01166197,11,117454704,ENSG00000177103,DSCAML1,MicroRNAs in cancer;Viral carcinogenesis;Transcriptional misregulation in cancer;HTLV-I infection;Measles;Prolactin signaling pathway;Jak-STAT signaling pathway;Focal adhesion;Hippo signaling pathway;Hedgehog signaling pathway;Wnt signaling pathway;PI3K-Akt signaling pathway;p53 signaling pathway;Cell cycle;FoxO signaling pathway
2.479,cg06261429,11,117588575,ENSG00000177103,DSCAML1,MicroRNAs in cancer;Viral carcinogenesis;Transcriptional misregulation in cancer;HTLV-I infection;Measles;Prolactin signaling pathway;Jak-STAT signaling pathway;Focal adhesion;Hippo signaling pathway;Hedgehog signaling pathway;Wnt signaling pathway;PI3K-Akt signaling pathway;p53 signaling pathway;Cell cycle;FoxO signaling pathway
2.468,cg03624396,11,117704509,ENSG00000137726,FXYD6,nan
2.223,cg26707001,11,117800062,ENSG00000137747,TMPRSS13,Influenza A
2.239,cg14572467,11,117800255,ENSG00000137747,TMPRSS13,Influenza A
2.334,cg15196846,11,117808036,-,,nan
3.345,cg10187583,11,117815479,-,,nan
2.264,cg11594791,11,117954980,ENSG00000137648,TMPRSS4,Influenza A
2.399,cg04142864,11,118480576,ENSG00000019144,PHLDB1,nan
2.642,cg08805054,11,118781728,ENSG00000186174,BCL9L,nan
3.595,cg04322746,11,118868532,ENSG00000186166,ENSG00000186166,nan
2.534,cg01434349,11,118900337,ENSG00000137700,SLC37A4,Carbohydrate digestion and absorption
3.193,cg15463278,11,119181660,ENSG00000110395,CBL,Chronic myeloid leukemia;Proteoglycans in cancer;Pathways in cancer;Bacterial invasion of epithelial cells;Insulin signaling pathway;T cell receptor signaling pathway;Endocytosis;Ubiquitin mediated proteolysis;ErbB signaling pathway
3.186,cg00975752,11,119181928,ENSG00000110395,CBL,Chronic myeloid leukemia;Proteoglycans in cancer;Pathways in cancer;Bacterial invasion of epithelial cells;Insulin signaling pathway;T cell receptor signaling pathway;Endocytosis;Ubiquitin mediated proteolysis;ErbB signaling pathway
2.386,cg22813913,11,119251283,ENSG00000036672,USP2,nan
2.467,cg12957814,11,119317273,ENSG00000245248,ENSG00000245248,nan
3.557,cg04818594,11,119341250,ENSG00000245248,ENSG00000245248,nan
2.388,cg18249609,11,119422629,-,,nan
2.439,cg25376300,11,119762346,-,,nan
2.289,cg10039114,11,119999699,ENSG00000137699,TRIM29,nan
2.309,cg12841359,11,120005636,ENSG00000137699,TRIM29,nan
2.804,cg07435449,11,120005650,ENSG00000137699,TRIM29,nan
2.542,cg16361867,11,120581355,ENSG00000149403,GRIK4,Glutamatergic synapse;Neuroactive ligand-receptor interaction
2.446,cg18000369,11,120609115,ENSG00000149403,GRIK4,Glutamatergic synapse;Neuroactive ligand-receptor interaction
2.419,cg08392499,11,120618722,ENSG00000149403,GRIK4,Glutamatergic synapse;Neuroactive ligand-receptor interaction
2.273,cg13659360,11,121023627,ENSG00000109927,TECTA,nan
4.87,cg15088752,11,121628573,-,,nan
2.471,cg17381365,11,121964939,ENSG00000255248,MIR100HG,nan
2.245,cg07067532,11,122532180,ENSG00000154127,UBASH3B,nan
2.361,cg08075974,11,122619720,ENSG00000154127,UBASH3B,nan
2.246,cg27338320,11,122636698,ENSG00000154127,UBASH3B,nan
2.244,cg10648543,11,122673964,ENSG00000154127,UBASH3B,nan
2.412,cg07389155,11,122732448,ENSG00000109943,CRTAM,nan
2.421,cg06222877,11,122982818,ENSG00000166250,CLMP,nan
2.491,cg18574969,11,123135121,-,,nan
2.74,cg20441949,11,123394398,ENSG00000023171,GRAMD1B,nan
2.555,cg17719172,11,123776899,ENSG00000181518,OR8D4,Olfactory transduction
2.642,cg20617583,11,124609317,ENSG00000154146,NRGN,nan
2.373,cg16467700,11,124626842,ENSG00000149564,ESAM,Leukocyte transendothelial migration;Cell adhesion molecules (CAMs)
2.796,cg06645674,11,124750355,ENSG00000154133,ROBO4,nan
2.409,cg09276707,11,124932309,ENSG00000134955,SLC37A2,nan
2.248,cg20872261,11,124958934,ENSG00000134955,SLC37A2,nan
2.807,cg04258189,11,125071481,ENSG00000165495,PKNOX2,nan
2.433,cg20522435,11,125458687,ENSG00000149547,EI24,p53 signaling pathway
2.771,cg01759386,11,126030551,ENSG00000254833,ENSG00000254833,nan
2.552,cg05399705,11,126206492,ENSG00000110063,DCPS,RNA degradation
2.881,cg20037145,11,126279702,ENSG00000110080,ST3GAL4,Metabolic pathways;Glycosphingolipid biosynthesis - lacto and neolacto series
2.458,cg03781234,11,126506851,ENSG00000149571,KIRREL3,nan
3.73,cg26908505,11,126517611,ENSG00000149571,KIRREL3,nan
2.307,cg03053125,11,128204844,-,,nan
2.296,cg12147674,11,128339846,ENSG00000134954,ETS1,Renal cell carcinoma;Pathways in cancer;HTLV-I infection;Dorso-ventral axis formation;Ras signaling pathway
2.747,cg25837340,11,128712932,ENSG00000151704,KCNJ1,Gastric acid secretion;Aldosterone-regulated sodium reabsorption
2.259,cg13138040,11,128754179,ENSG00000255369,ENSG00000255369,nan
2.229,cg20128672,11,128774649,ENSG00000174370,C11ORF45,nan
2.692,cg01443884,11,128785248,ENSG00000120457,KCNJ5,Morphine addiction;Oxytocin signaling pathway;Estrogen signaling pathway;Dopaminergic synapse;Serotonergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment
2.95,cg09015676,11,128813489,ENSG00000120471,TP53AIP1,Apoptosis;p53 signaling pathway
2.775,cg10348486,11,128826231,-,,nan
2.227,cg02637432,11,129288812,ENSG00000043039,BARX2,nan
3.839,cg13753132,11,129957481,ENSG00000084234,APLP2,nan
2.537,cg01668099,11,130026798,ENSG00000149418,ST14,MicroRNAs in cancer
2.365,cg02518691,11,130297149,ENSG00000134917,ADAMTS8,nan
